Source,Igbo,Hausa,Yoruba
Authorities are working to restore electricity in flooded areas.,Ndị ọchịchị na-arụ ọrụ iji weghachite ọkụ eletrik na mpaghara ndị ide mmiri ahụ.,Hukumomi na aiki don gyara wutar lantarki a wuraren da ambaliya ta shafa.,Àwọn aláṣẹ ń gbìyànjú láti mú kí iná mànàmáná padà wà láwọn àgbègbè tí omi ti ya wọlé.
International aid organizations are providing assistance for flood recovery.,Òtù enyemaka mba ụwa na-enye aka maka mgbake ide mmiri.,Kungiyoyin agajin ƙasa da ƙasa na bayar da tallafi don farfaɗowa daga ambaliya.,Àwọn àjọ tó ń pèsè ìrànwọ́ lágbàáyé ń pèsè ìrànwọ́ fún ìmúbọ̀sípò látàrí omíyalé náà.
Water pumps are being used to drain excess floodwaters.,A na-eji pọmbụ mmiri na-azapụ oke ide mmiri.,Ana amfani da famfunan sarrafa ruwa don fitar da ruwan ambaliya da ya rage.,Wọ́n ti ń lo àwọn páìpù omi láti fa omi tó ti pọ̀ jù náà dà nù.
The military is setting up mobile clinics for displaced persons.,Ndị agha na-edozi ụlọọgwụ maka ndị mmiri chụpụrụ n'ụlọ ha.,Sojoji na kafa asibitocin tafi-da-gidanku ga waɗanda suka rasa matsuguni.,Àwọn ológun ń dá àwọn ilé ìwòsàn alágbèéká sílẹ̀ fún àwọn tí wọ́n ṣí kúrò nílùú.
Farmers will receive compensation for crops lost due to flooding.,A ga-akwụ ndị ọrụ ugbo ụgwọ maka ihe ọkụkụ ha furu efu n'ihi ide mmiri.,Manoma za su samu diyya kan amfanin gona da ambaliya ta lalata.,Àwọn àgbẹ̀ yóò gba owó ìtanràn fún àwọn ìkórè tí wọ́n pàdánù nítorí omíyalé.
Schools used as evacuation centers will reopen once floodwaters recede.,A ga-emepe ụlọ akwụkwọ ndị e ji mere ebe ndị a ga-esi gbapụ ndị mmadụ ozugbo ide mmiri ahụ kwụsịrị.,Za a ci gaba da karatu a makarantun da aku yi amfani da su a matsayin sansanin mafaka da zarar ambaliya ta lafa.,Àwọn iléèwé tí wọ́n ń lò gẹ́gẹ́ bí ibùdó ìsádi yóò tún ṣí padà nígbà tí omi òjò bá rọlẹ̀.
Emergency response teams are repairing damaged infrastructure.,Ndị na-ahụ maka ihe mberede na-arụzi ihe ndị mebiri emebi.,Ƙungiyoyin agajin gaggawa na gyara ababen more rayuwa da suka lalace.,Àwọn ẹgbẹ́ tí ó ń ṣe àbójútó pàjáwìrì ti ń tún àwọn ohun èèlò tó bàjẹ́ ṣe.
The government is providing temporary housing for flood survivors.,Gọọmentị na-enye ndị ide mmiri ahụ metụtara ụlọ obibi nwa oge.,Gwamnati na samar da matsuguni na wucin gadi ga waɗanda ambaliya ta shafa.,Ìjọba ti ń pèsè ilé fúngbà díẹ̀ fún àwọn tó la omíyalé já.
Weather experts are analyzing rainfall patterns to improve flood predictions.,Ndị ọkachamara n'ihe banyere ihu igwe na-enyocha otú mmiri ozuzo si ezo iji mee ka a na-ebu amụma banyere ide mmiri n'ụzọ ka mma.,Masana yanayi na nazarin yadda ruwan sama ke zuwa don inganta hasashen ambaliya.,Àwọn ògbóǹkangí onímọ̀ nípa ojú ọjọ́ ń ṣàyẹ̀wò bí òjò ṣe máa ń rọ̀ tó kí wọ́n bàa lè mọ̀ bóyá ìkún-omi máa wáyé.
Bridges and highways are being inspected for structural damage.,A na-enyocha àkwà mmiri na okporo ụzọ iji chọpụta ma è nwere ihe ndị mebiri emebi.,Ana duba gadoji da manyan hanyoyi don gano ko sun samu matsala.,Wọ́n ń ṣàyẹ̀wò àwọn afárá àtàwọn ojú ọ̀nà ńlá láti rí i bóyá wọ́n ti bà jẹ́.
Affected businesses may apply for financial relief from the government.,Ndị mmiri metụtara azụmaahịa ha nwere ike ịrịọ gọọmentị maka enyemaka ego.,‘Yan kasuwa da ambaliya ta shafa na iya neman tallafin kuɗi daga gwamnati.,Àwọn iléeṣẹ́ tó bá níṣòro yìí lè béèrè fún ìrànwọ́ owó lọ́wọ́ ìjọba.
Disaster management agencies are reviewing flood preparedness plans.,Ụlọ ọrụ ndị na-ahụ maka ihe mberede na-enyocha atụmatụ ndị e mere iji kwadebe maka ide mmiri.,Hukumomin ba da agaji na sake duba shirye-shiryen kare ku daga ambaliya.,Àwọn iléeṣẹ́ tó ń bójú tó àjálù ń ṣàyẹ̀wò bí wọ́n ṣe lè múra sílẹ̀ fún omíyalé.
Flood barriers are being reinforced to prevent further water overflow.,A na-eme ka ihe ndị na-egbochi ide mmiri sikwuo ike iji gbochie ide mmiri ọzọ.,Ana ƙarfafa katangar kariya daga ambaliya don hana ƙarin kwararowar ruwa.,Wọ́n ti ń fún àwọn odi tó ń dènà omíyalé lókun kí omi má bàa tún bo ibẹ̀ mọ́.
Authorities are warning against spreading false information about the flood.,Ndị ọchịchị na-adọ aka ná ntị megide ịgbasa ozi ụgha banyere iju mmiri ahụ.,Hukumomi na gargaɗi kan yaɗa jita-jita marasa tushe game da ambaliya.,Àwọn aláṣẹ ń kìlọ̀ fún àwọn èèyàn pé kí wọ́n má ṣe tan irọ́ kálẹ̀ nípa ìkún omi náà.
Medical personnel are vaccinating people against flood-related diseases.,Ndị ọrụ ahụike na-agbara ndị mmadụ ọgwụ mgbochi ọrịa metụtara ide mmiri.,Ma’aikatan lafiya na yi wa mutane allurar rigakafin cututtuka masu alaƙa da ambaliya.,Àwọn òṣìṣẹ́ ìlera ń fún àwọn èèyàn ní abẹ́rẹ́ àjẹsára láti dènà àwọn àrùn tó jẹ mọ́ omíyalé.
Charities are collecting donations to help flood victims recover.,Ndị ọrụ ebere na-anakọta onyinye iji nyere ndị ide mmiri ahụ metụtara aka ịgbake.,Ƙungiyoyin agaji na tara gudummawa don taimakawa waɗanda ambaliya ta shafa su farfaɗo.,Àwọn àjọ tó ń ṣètọrẹ ń kó owó jọ láti ran àwọn tí àkúnya omi náà pa lọ́wọ́ kí wọ́n lè padà bọ̀ sípò.
The Ministry of Health is sending mobile hospitals to affected states.,Mịnịstrị na-ahụ maka ahụike na-eziga ụlọọgwụ na steeti ndị mmiri metụtara.,Ma’aikatar Lafiya na tura asibitocin tafi-da-gidanku zuwa jihohin da abin ya shafa.,Ilé Iṣẹ́ Ìlera ti ń rán àwọn ilé ìwòsàn alágbèéká lọ sí àwọn ìpínlẹ̀ tí àjálù náà ti wáyé.
"Heavy winds last night damaged power lines in some parts of Kano. If you notice fallen cables, report immediately and stay clear for your safety.","Oké ifufe fere n'abalị ụnyaahụ mebiri eriri eletrik n'akụkụ ụfọdụ na Kano. Ọ bụrụ na ị hụ eriri ndị dara ada, kwuo ya ozugbo ma zere ya maka nchekwa gị.","Iska mai ƙarfi ta lalata wayoyin wutar lantarki a wasu sassan Kano. Idan kuka ga waya ta faɗi, ka sanar nan da nan kuma ku nesanta kanku don tsaron lafiyarku.","Ìjì líle tó jà lálẹ́ ọjọ́ àná ba àwọn ẹ̀rọ iná mànàmáná jẹ́ ní àwọn apá ibì kan ní Kano. Tó o bá rí i pé kábílì já bọ́, tètè ròyìn fún wa, kó o sì máa sá fún wọn."
Health officials are warning of an increase in typhoid cases after the recent floods. Drink only clean water and wash your hands regularly.,Ndị ọrụ ahụike na-adọ aka na ntị maka mmụba nke ọrịa ụkwara nta mgbe ide mmiri na-adịbeghị anya. Na-aṅụ nanị mmiri dị ọcha ma na-akwọ aka gị mgbe niile.,Jami’an lafiya na gargaɗi kan ƙaruwa ga kamuwa da cutar typhoid bayan ambaliya. A sha ruwa mai tsafta kawai kuma a riƙa wanke hannu akai-akai.,"Àwọn òṣìṣẹ́ ètò ìlera ń kìlọ̀ nípa bí àwọn tó ní àìsàn ibà táìfútà ṣe ń pọ̀ sí i lẹ́yìn ìkún omi tó wáyé láìpẹ́ yìí. Omi tó mọ́ nìkan ni kó o máa mu, kó o sì máa fọ ọwọ́ rẹ déédéé."
"Emergency services in Ogun are advising people to stay indoors as strong winds are expected this evening. If you must go out, be extra cautious.","Ndị ọrụ enyemaka na Ogun na-adụ ndị mmadụ ọdụ ka ha nọrọ n'ime ụlọ n'ihi na a na-atụ anya oke ifufe n'abalị a. Ọ bụrụ na ị ga-apụ apụ, kpachara anya nke ukwuu.","Ma’aikatan agajin gaggawa a Ogun na shawartar mutane su zauna a gida saboda ana sa ran iska mai ƙarfi da yamma. Idan dole sai kun fita, Ku kula sosai.","Àwọn ilé iṣẹ́ pàjáwìrì ní Ogun ń gba àwọn ènìyàn nímọ̀ràn pé kí wọ́n wà nínú ilé nítorí afẹ́fẹ́ líle ni wọ́n ń retí lálẹ́ yìí. Tó bá pọn dandan pé kó o jáde, máa ṣọ́ra gan-an."
"Flooded roads in Akwa Ibom have made transportation difficult. If you’re traveling, check road conditions before heading out.","Mmiri na-ezo n'okporo ụzọ dị n'Akwa Ibom emeela ka njem sie ike. Ọ bụrụ na ị na-eme njem, lelee ọnọdụ okporo ụzọ tupu ị gawa.","Titunan da ruwa ya mamaye a Akwa Ibom sun saka sufuri yayi wahala. Idan za ku yi tafiya, Ku duba yanayin hanyoyi kafin fita.","Àwọn òpópónà tó kún fún omi ní Akwa Ibom ti mú kí ìrìn-àjò di ìṣòro. Tó o bá ń rìnrìn àjò, rí i pé ọ̀nà náà dára kó o tó lọ."
The Meteorological Agency has predicted an early start to the rainy season. Farmers should prepare their farmlands accordingly.,Ụlọọrụ na-ahụ maka ọnọdụ ihu igwe ekwuola na oge mmiri ozuzo ga-amalite n'oge. Ndị ọrụ ugbo kwesịrị ịkwadebe ala ha nke ọma.,Hukumar Kula da Yanayi ta hango farkon fara damina. Manoma su tanadi gonakinsu da wuri.,Àjọ tó ń rí sí ojú ọjọ́ ti sọ àsọtẹ́lẹ̀ ìbẹ̀rẹ̀ ìgbà òjò. Àwọn àgbẹ̀ gbọ́dọ̀ ṣètò ilẹ̀ tí wọ́n ń lò fún iṣẹ́ àgbẹ̀ wọn lọ́nà tó báyẹn mu.
"If you notice unusual changes in river water color, it could mean contamination. Avoid fetching or drinking until local authorities confirm safety.","Ọ bụrụ na ị chọpụta mgbanwe ndị na-adịghị ahụkebe n'ụcha mmiri nke osimiri, ọ pụrụ ịpụta mmetọ. Zere ịta maọbụ ịṅụ ihe ọṅụṅụ ruo mgbe ndị ọchịchị obodo kwupụtara na ọ dịghị ize ndụ.","Idan ka lura da sauyi a launin ruwan kogin da ba a saba gani ba, hakan na iya nuna gurɓacewar ruwan. A guji ɗiba ko sha har sai hukumomi sun tabbatar da tsaftarsa.","Tó o bá kíyè sí i pé omi odò náà yí pa dà lọ́nà tó ṣàjèjì, ó lè jẹ́ pé ó ti di ẹlẹ́gbin. Ẹ má ṣe lọ mú nǹkan tàbí mu ọtí títí àwọn aláṣẹ àdúgbò á fi sọ pé kò léwu."
The National Emergency Management Agency is setting up relief centers for flood victims in Sokoto. Assistance is available for those in need.,Ụlọọrụ na-ahụ maka ihe mberede na mba ahụ na-emepe ebe enyemaka maka ndị ide mmiri metụtara na Sokoto. A na-enyere ndị nọ ná mkpa aka.,Hukumar ba da Agajin Gaggawa ta Ƙasa na kafa sansanonin agaji a Sokoto. Ana bayar da taimako ga masu buƙata.,Àjọ tó ń bójú tó ètò pàjáwìrì lórílẹ̀-èdè Nàìjíríà ti ń dá àwọn ibùdó ìrànwọ́ sílẹ̀ fún àwọn tí omíyalé dé bá ní Sokoto. Ìrànlọ́wọ́ wà fáwọn tó nílò rẹ̀.
Reports indicate that extreme heat is causing more cases of heat exhaustion. Rest in shaded areas and drink water frequently.,Akụkọ ndị e nwetara na-egosi na oké okpomọkụ na-eme ka ndị mmadụ na-enwekwu oké ike ọgwụgwụ. Zuo ike na ndò ma na-aṅụkwa mmiri mgbe ọbụla.,Rahotanni sun nuna zafi mai tsanani na ta’azzara yawan gajiyar zafi. A huta a inuwa kuma a sha ruwa akai-akai.,"Ìròyìn fi hàn pé ooru gbígbóná janjan ti mú kí ọ̀pọ̀ èèyàn máa ní ẹ̀dùn ọkàn nítorí ooru. Máa sinmi láwọn ibi tó ṣókùnkùn, kó o sì máa mu omi déédéé."
Rising water levels in Kogi have already led to minor flooding. Residents in low-lying areas should consider relocating before it worsens.,Ogo mmiri na-arị na Kogi emeela ka e nwee obere ide mmiri. Ndị bi n'ebe dị ala kwesịrị ịtụle ịkwaga ebe ọzọ tupu ọnọdụ ahụ aka njọ.,Matakin ruwa a Kogi na ƙaruwa kuma har ya haifar da ambaliya kaɗan. Mazauna wurare na ƙasa-ƙasa su fara tunanin barin wuraren kafin ta tsananta.,Omi tó ń lọ sókè ní Kogi ti fa omíyalé kékeré. Ó yẹ kí àwọn tó ń gbé láwọn àgbègbè tí kò fi bẹ́ẹ̀ jìnnà sí òkun ronú láti kó lọ síbòmíì kí àjálù náà tó burú sí i.
The Federal Road Safety Corps has recorded an increase in road crashes during rainstorms. Slow down and avoid reckless driving in wet conditions.,Ụlọ ọrụ Federal Road Safety Corps edepụtawo mmụba nke ihe mberede okporo ụzọ n'oge oké mmiri ozuzo. Jiri nwayọọ ma zere ịkwọsị ụgbọala gị ike n'ọnọdụ dị mmiri.,"Hukumar Kula da Hanyoyi ta Ƙasa, FRSC, ta bayyana hauhawar haɗurran hanya yayin ruwan sama. A rage gudu kuma a guji tuƙin ganganci a cikin ruwa.",Ẹgbẹ́ Alábòójútó Ààbò Ọ̀nà Àpapọ̀ ti ṣàkọsílẹ̀ pé àwọn jàǹbá ọkọ̀ ń pọ̀ sí i nígbà tí òjò bá ń rọ̀. Dín kẹ̀kẹ́ rẹ kù kó o sì yẹra fún wíwakọ̀ láìronú jinlẹ̀ nínú òjò.
"There are reports of bridges weakening due to erosion in some rural areas. If you notice signs of structural damage, report them to local authorities.","E nwere akụkọ banyere àkwà mmiri na-ebelata n'ihi ozize n'ebe ụfọdụ n'ime obodo. Ọ bụrụ na ị chọpụta ihe ndị na-egosi na ụlọ ahụ na-emebi emebi, kọọrọ ya ndị ọchịchị obodo.","Rahotanni sun nuna cewa gadoji na yin rauni saboda zaizayar ƙasa a wasu yankunan karkara. Idan kuka ga alamar lalacewa, ka sanar da hukumomin yankin.","Àwọn ìròyìn kan wà tó sọ pé àwọn afárá kan ti di ahẹrẹpẹ nítorí pé wọ́n ti bà jẹ́ láwọn ìgbèríko. Tó o bá rí àmì pé ilé kan ti bà jẹ́, lọ sọ fún àwọn aláṣẹ àdúgbò."
The Nigerian Medical Association advises that respiratory infections are more common during harmattan. Keep your nose and mouth covered when outdoors.,Òtù Ahụike Naijiria na-adụ ọdụ na ọrịa iku ume na-adịkarị n'oge ụgụrụ. Kpuchie imi na ọnụ gị mgbe ị nọ n'èzí.,Ƙungiyar Likitoci ta Najeriya ta gargaɗi cewa cututtukan numfashi sukan fi yawa lokacin sanyi. A rufe hanci da baki idan kuna waje.,Ẹgbẹ́ Oníṣègùn Nàìjíríà sọ pé àwọn àìsàn tó máa ń ran ọ̀nà tí èémí ń gbà ṣiṣẹ́ máa ń wọ́pọ̀ jù lọ lákòókò tí wọ́n bá ń ṣe harmattan. Fi nǹkan bo imú àti ẹnu rẹ nígbà tó o bá wà níta.
The National Agency for Food and Drug Administration warns that some water sources may be contaminated due to flooding. Ensure your drinking water is safe.,Ụlọ Ọrụ Na-ahụ Maka Ihe Oriri na Ọgwụ n'United States ekwuola na e nwere ike inwe mmiri ụfọdụ na-adịghị mma n'ihi ide mmiri. Gbaa mbọ hụ na mmiri ị na-aṅụ dị mma.,"Hukumar Kula da Abinci da Magunguna ta Ƙasa, NAFDAC, na gargaɗin cewa wasu hanyoyin samun ruwa sun gurɓata saboda ambaliya. A tabbatar da tsaftar ruwan sha.",Àjọ tó ń rí sí oúnjẹ àti oògùn lórílẹ̀-èdè kìlọ̀ pé àwọn kan lára àwọn orísun omi lè ti di eléèérí nítorí omíyalé. Rí i dájú pé omi tó o ń mu kò léwu.
"Heavy rains are expected in Bauchi over the next 48 hours. If you live in a flood-prone area, take necessary precautions.","A na-atụ anya nnukwu mmiri ozuzo na Bauchi n'ime awa 48 na-abịanụ. Ọ bụrụ na i bi n'ebe ide mmiri na-emekarị, kpachara anya.","Ana sa ran ruwan sama mai yawa a Bauchi cikin sa’o’i 48 masu zuwa. Idan kuna zaune a wurin da ke cikin barazanar ambaliya, ka ɗauki matakan kariya.","A retí òjò líle ní Bauchi ní wákàtí méjìdínlọ́gọ́rin tó ń bọ̀. Tó o bá ń gbé ní àgbègbè tí omíyalé ti sábà máa ń ṣẹlẹ̀, rí i pé o ṣe àwọn nǹkan kan tó máa jẹ́ kó o bọ́ lọ́wọ́ rẹ̀."
Lagos authorities have advised residents in high-risk flood zones to start making relocation plans before the peak of the rainy season.,Ndị ọchịchị Legọs agwala ndị bi n'ebe na-enwe nsogbu ide mmiri ka ha malite ime atụmatụ ịkwaga ebe ọzọ tupu udu mmiri amalite.,Hukumar jihar Legas ta ba da shawara ga mazauna wuraren da ke cikin barazanar ambaliya su fara shirye-shiryen ƙaura kafin damina ta yi ƙamari.,Àwọn aláṣẹ ìlú Èkó ti gba àwọn olùgbé tó wà ní àwọn àgbègbè tí ìkún omi ti lè wáyé nímọ̀ràn pé kí wọ́n bẹ̀rẹ̀ sí ṣètò bí wọ́n ṣe máa ṣí ibìkan sílẹ̀ kí àkókò òjò tó dé.
Heavy winds in Ebonyi last night uprooted trees and damaged homes. Residents should check for weak structures around their environment.,Oké ifufe n'Ebonyi n'abalị ụnyaahụ fopụrụ osisi ma mebie ụlọ. Ndị bi n'ebe ahụ kwesịrị ịchọpụta ma è nwere ihe ndị na-esighị ike dị n'ebe ha bi.,Iska mai ƙarfi a jihar Ebonyi daren jiya ta tumɓuke itatuwa tare da lalata gidaje. Mazauna su duba gine-ginen da ke da rauni a wuraren zamansu.,Ìjì líle ní Ebonyi lálẹ́ ọjọ́ àná ya àwọn igi kúrò ní gbòǹgbò ó sì ba ilé jẹ́. Ó yẹ kí àwọn olùgbé wò ó bóyá àwọn nǹkan kan wà tí kò fi bẹ́ẹ̀ lágbára láyìíká wọn.
The National Hydrological Services Agency has warned that more rivers will overflow in coming weeks. Monitor alerts if you live near a riverbank.,Ụlọ ọrụ National Hydrological Services Agency ekwuola na mmiri dị n'ọtụtụ osimiri ga-awụpụsị n'izu na-abịanụ. Uche gị dị ya ma ọ bụrụ na ị bidebere osimiri.,Hukumar Kula da Ruwa ta Ƙasa ta gargaɗi cewa wasu koguna da dama za su cika har suna zuba a mako mai zuwa. A riƙa sa ido kan alamomi idan kuna kusa da kogi.,Àjọ tó ń rí sí ọ̀rọ̀ omi ní orílẹ̀-èdè náà ti kìlọ̀ pé àwọn odò míì tún máa kún àkúnya ní àwọn ọ̀sẹ̀ tó ń bọ̀. Máa ṣọ́ ìkìlọ̀ tó bá ń jáde bó o bá ń gbé nítòsí odò.
"Reports of collapsed buildings have increased due to persistent rainfall. If you notice any structural weaknesses, don’t ignore them.","Akụkọ banyere ụlọ ndị dara ada amụbaala n'ihi oke mmiri ozuzo. Ọ bụrụ na ị chọpụta ụlọ na-esighị ike, e legharala ya anya.","Rahotanni sun nuna ƙaruwar faɗuwar gine-gine saboda ruwan sama da ake yi ba ƙaƙƙautawa. Idan kuka gano wani rauni a gini, kar ku yi biris da shi.","Àwọn ìròyìn nípa àwọn ilé tó wó ti pọ̀ sí i nítorí òjò tó ń rọ̀. Tó o bá kíyè sí ibi tí kò fi bẹ́ẹ̀ lágbára, má ṣe gbójú fò ó dá."
Food prices are expected to rise due to flooding in agricultural regions. Buying and storing non-perishable food items may be helpful.,A na-atụ anya na ọnụahịa nri ga-arị n'ihi ide mmiri na mpaghara ọrụ ugbo. Ịzụta nri ndị na-anaghị emebi ngwa ngwa na ichekwa ha nwere ike inyere gị aka.,Ana sa ran hauhawar farashin abinci saboda ambaliya a yankunan noma. Saya da adana kayan abincin da ba sa saurin lalacewa zai iya taimakawa.,"A retí pé owó oúnjẹ yóò lọ sókè nítorí omíyalé ní àwọn agbègbè tí wọ́n ti ń ṣe oko. Ó tún lè ṣèrànwọ́ tó o bá ń ra àwọn oúnjẹ tó lè tètè bà jẹ́, tó o sì ń tọ́jú wọn pa mọ́."
